release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-2b8fb8a3cff8dfdd-01,[grc] πέκος [lat] pecus,*peḱ-,"wealth, livestock",2,,kaikki,root,
train-9ff76f1a39996c30-01,[lat] *flāmen [lat] *sub-flāmen [sqi] bligë [grc] φᾰ́λᾰγξ [lat] fulciō [grc] φάλκης,*bʰelǵ-,"to balk, beam",6,,kaikki,root,
train-f9be56b0283afc97-01,"[dan] fjer [nld] veer [eng] feather [far] fjøður [fri] fear [deu] Feder [isl] fjöður [por] pena [nob] fjær [sar] pinna [swe] fjäder [gae] ite [grc] pterón [ell] fteró [old] fiädher [ell] pi-ti-ro₂-we-sa [ell] fterón [ell] fteró(n), fteroúli(n), fteroúgi(n) [ell] fteró [ell] (a)ttheró [hit] pattar / pattan- [ron] pană [nea] penna [old] pene [ang] penne [pal] phaáṭ [deu] Fädere [meg] pirdúv [kho] poc̣h [gaw] faṭa [gaw] pǟṭ [goh] fedara [mid] vedere [ang] feþer [old] feđera [mid] vedere [old] fjǫðr [nor] fjør [por] pena [kam] pâṭ′ü [kât] pâṭ′a [kât] pâṭ′a [kal] paṭä [san] pâṭ′u",*pet-,nan,44,7563.0,iecor,nan,
train-cc53e10a2be6dca3-01,[gmy] 𐀁𐀄𐀐𐀵 [ell] εύχομαι [xcl] գոգեմ [san] वाघत् [grc] εὖχος [san] ओहस् [xlu] ow-,*h₁wegʷʰ-,"to promise, to vow, to praise",7,,kaikki,root,
train-8ac999d45d2edab3-01,[grc] δώτωρ [lat] dator,*déh₃tōr,giver,2,,kaikki,noun,
train-2b43955af7549edb-01,[san] क्वथन्त् [san] क्वथते [san] क्वाथयति [got] 𐍈𐌰𐌸𐌾𐌰𐌽 [grc] ποταμός [grc] Τηθῡ́ς [grc] τήθεα [lat] cāseus,*kweth₂-,"to bubble, to foam, to ferment, become sour",8,,kaikki,root,
train-808a2681ef622a5d-01,[bul] glad″k [bel] gladkì [ces] hladký [nld] glad [fle] glad [fri] glêd [deu] glatt [sor] gładki [sor] hładki [pol] gładki [rus] gladkij [hbs] gladak [slk] hladký [slk] gladek [ukr] gladkij [chu] gladŭkŭ [lav] gluds [lux] glat [pol] gloťĕ [kas] gładczi [lat] gluds [old] gładki [old] hladký [rus] ɣlatkώj [slk] gladek [slk] gladek [deu] glatt [goh] glat [mid] glat,*gleh₂dʰ-,nan,29,301.0,iecor,nan,
train-f337d8a2d91ec1be-01,[hit] 𒇷𒅅𒍣 [goh] antlingen [grc] ἐλέγχω,*h₁lengʰ-,to revile?,3,,kaikki,root,
train-9cdf043338f290df-01,[lat] *perfinō [lat] perfinēs [isl] bjá [grc] φιτρός,*bʰeyh₂-,"to strike, hit, to hew, cut",5,,kaikki,root,
train-f514cc3ea1af04f7-01,[gae] lámh [gae] làmh [sga] lám [gau] lama [gae] laue [old] lom / lou [old] lau [cym] llaw [mid] llaw,*pleh₂-,nan,9,1712.0,iecor,nan,
train-014d5d59f0d2423d-01,[gae] oonlaghey,*h₂emH-,nan,1,6768.0,iecor,nan,
train-6cdf3b72e2f680f3-01,[sqi] shtyj [aln] shtŷj,*(s)teu̯d-,nan,2,2842.0,iecor,nan,
train-22c933f52bae247d-01,[grc] κέγκει [lit] keñkti [lit] keñkras [grc] κακός,*kenk-,to feel hunger,4,,kaikki,root,
train-ed9c83bdef6c4e98-01,"[cat] arrel [dan] rod [nld] wortel [far] rót [fle] wortel [fra] racine [fri] woartel [deu] Wurzel [ell] ríza [isl] rót [gae] fréamh [ita] radice [por] raiz [nob] rot [sar] raichina [sar] arrecina [spa] raíz [swe] rot [wal] rècène [gae] freumh [lat] rādix [lad] raisc [lux] Wuerzel [grc] rhíza [sga] frén [fri] lidrîs [gae] fraue [old] ureid [elf] ruot [old] rot [ell] wi-ri-za [mid] gruizyenn, gruyzyenn, gruyzienn, grizyenn, grizyen [ell] rhíza [ell] ríza [ell] tīríza [ell] ríza, rizí(n) [ell] rítza [ron] rădăcină [nea] rareca [old] racine [ang] racine [fra] rasnà [old] raíz [bre] gwriżienn [bre] gourienn, gouriad [cym] gwreiddyn [mid] gwreid [deu] Wurzle [aln] rranjë [sqi] rrënjë [old] racina [sqi] rranjët [old] raïu, raïl [dal] radai̯ka [goh] uurzala [old] wirtele [mid] wurzel [ang] wyrttruma [old] uuurt [mid] wortele [old] rót [got] waurts [mid] gwreythen [lat] guredhan [nor] rot [por] raiz [mil] radìs",*?*u̯reh₂d-,nan,67,8233.0,iecor,nan,
train-7e5fbc185a1cb722-01,[vâs] âv vukṣu- [kal] âv-nâṭ,*h₂ep-,nan,2,9686.0,iecor,nan,
train-47e393a10913c24f-01,[rus] krasnyj,*kʷer-,nan,1,2063.0,iecor,nan,
train-156cc67112629fb9-01,[grc] ποτός [ita] poto [por] poto [lat] pōtō [san] पी॒त,*ph₃tós,drunk,5,,kaikki,adj,
train-86810cc9ee4b496d-01,[grc] δήν [grc] δᾱ́ν [lat] quondam [lat] quīdam [lat] dum [lat] dūdum [rus] даве [chu] давѣ [xcl] երկայն [san] दविष्ठम् [ave] 𐬛𐬠𐬋𐬌𐬱𐬙𐬆𐬨 [old] 𐎯𐎢𐎺𐎡𐏁𐎫𐎶 [san] दूत [sga] doe [san] दवीयस्,*dweh₂-,"long, distant, to remove, separate",15,,kaikki,root,
train-da38cc3b536adb75-01,[kas] pich,*peu̯s-,nan,1,8525.0,iecor,nan,
train-b392afcac75ca8a8-01,[ave] 𐬔𐬆𐬭𐬆𐬡𐬥𐬁𐬌𐬙𐬌,*gʰr̥bnéh₂ti,"to be seizing, grabbing, to be digging",1,,kaikki,verb,
train-bbfca6b94f5eb532-01,[grc] γῆρυς [gle] gairm [gla] gairm [lat] garrio [mid] zryg,*ǵeh₂r-,"to shout, call",5,,kaikki,root,
train-c6f149bfd1aea548-01,"[bul] dojda [ces] přijít [lit] ateĩti [sor] pśiś [sor] přińć [mkd] doǰde [hbs] doći [slk] prísť [slk] priti [chu] priti [pol] przyjść [mar] yeṇe [ukr] prijti [bel] pryjscì [rus] prijti [kho] hīśtä [hit] u̯ē-/uu̯a- [xlu] au̯ī- [kur] dɨhēt [wak] wizit [fas] āmadan ≠ mi-ā-d [kas] przińc [mid] āyēd [par] āsēd [lat] atīt [prg] perēit [kas] iyon [pal] yhíi [old] przyć, przyjć, przyść [sin] enavā [old] přijíti, příti [old] priti [rus] prẹjtɪ́ [mkd] dòjda [mkd] dòjda [slk] priti [slk] priti [bac] ērsido [khw] māseda [kum] tay [del] mi [lar] ayā [bal] kayt [tat] mā [haw] ām ≠ may [kur] dyāē [sog] ēst [gaw] yǟg [maz] ene [raj] bamạ ≠ ạte [kur] tıt [pas] etu [kal] e- [san] ′âi- [kur] a-y-ē",*h₁ei̯-,nan,55,7318.0,iecor,nan,
train-e96d109430648c27-01,[grc] μᾰκρός [lat] macer,*mh₂ḱrós,"lean, meager",2,,kaikki,adj,
train-8f1ea9fc5432e048-01,[hit] 𒆷𒀀𒄷𒄿 [xlu] lā(ḫ)un(a)i- [sqi] laj [grc] λούω [grc] λοέω [grc] λόω [xcl] լոգանամ [xcl] լուանամ,*lewh₃-,to wash,8,,kaikki,root,
train-6df6e2a08da9ec1a-01,"[bel] vâlìkì [ces] velký [sor] wjeliki [sor] wulki [hbs] velik [slk] veľký [slk] velik [ukr] velikij [chu] velikŭ [pol] vilťĕ [kas] wiôldżi [old] wieli, wiel(i)ki [old] veliký [old] velikyi [rus] velɪ́kωj [slk] velik [slk] velik",*u̯elH-,nan,17,1219.0,iecor,nan,
train-2e0ba17f65cab393-01,"[hye] jow [bul] âjce [bel] âjka [cat] ou [ces] vejce [dan] æg [nld] ei [far] egg [fle] ei [fra] oeuf [deu] Ei [ell] aygó [isl] egg [gae] ubh [ita] uovo [lad] uef [sor] jajo [sor] jejo [mkd] ǰaǰce [pol] jajko [por] ovo [nob] egg [rus] âjco [sar] ou [sar] óu [hbs] jaje [slk] vajce [slk] jajce [spa] huevo [swe] ägg [ukr] âjce [wal] oû [lat] ōuum [chu] aice [lux] Ee [grc] ō̧ón [gae] ugh [fri] ûf [fri] aai [sga] og [xcl] jow [kur] hēk [aln] vo [oss] ajk [oss] ajkɜ [sqi] ve(zë) [ave] aēm [gae] ooh [elf] egg [old] äg [mid] uy, üi, vy, vuy [kho] āha [ell] ō̧ón [pol] joji [kas] jôjkò [mid] xāyag [ell] afkón [ell] ōvó(n) [ell] ōv(g)ó [ell] aggouó [ron] ou [nea] uovo [old] uef [ang] oef [fra] oua [old] (h)uevo [bre] ui [bre] u (ui) [cym] wy [old] jajce, jejce, jaje, jajko [mid] wy [old] vajce [old] jaice [kum] xāyg [rus] jajcé [mkd] icè [mkd] icè [slk] jajce [slk] jeize [deu] Ei [del] χɒg [lar] xow [kur] helka [bal] āmorg [tat] karxā [old] uou [sqi] ve [old] ou [khw] yāk [pas] agai [kur] xā [haw] hēła [meg] ou̯ [dal] juv [goh] ei [mid] ei [ang] ǣġ [old] ei [mid] ei [old] egg [mid] oy [lat] oi [nor] egg [por] ovo [mil] öf [kur] hilka",*h₂ōu̯ió-,nan,106,28.0,iecor,nan,
train-bf77091215e42c66-01,[xcl] բարդ [lat] fors [san] भृति,*bʰértis,"the act of carrying, bearing",3,,kaikki,noun,
train-c18f4f927596bff1-01,[lav] slidêt [lav] slîst [lit] slýsti [lav] slids [lit] slidùs [lat] lūbricus [san] स्रिध् [grc] ὀλισθάνω,*sleydʰ-,"to slip, slide, to be slippery, slick",8,,kaikki,root,
train-c9e2d2970d872eb9-01,[bak] vandak [kum] tfāna,*h₂u̯enh₁-,nan,2,8591.0,iecor,nan,
train-1c6374d8e1a515c9-01,[mkd] mraz,*merg̑⁽ʰ⁾-,nan,1,2743.0,iecor,nan,
train-937ca81760478011-01,[lit] dir̃žas [lav] dir̂ža [lit] dir̃žnas [prg] dīrstlan [lit] dir̃žti [ave] 𐬛𐬀𐬭𐬆𐬰𐬀𐬌𐬌𐬈𐬌𐬙𐬌,*dʰerǵʰ-,"to bind fast, to be firm, to support, strong, robust",6,,kaikki,root,
train-519f2a8801cb8f22-01,[ang] fræc [mid] vrac [cym] rhewydd,*preg-,"to yearn, to covet",3,,kaikki,root,
train-a131d7cfab822d50-01,[san] शर्करा [grc] κροκόδειλος [san] कृकलास,*ḱorkeh₂,"pebble, gravel, small stone",4,,kaikki,noun,
train-73f78384d29c8714-01,[lit] tolì [lav] tālu [lat] tuoli,*teh₂li-,nan,3,1853.0,iecor,nan,
train-49d9cacfc5debc2e-01,[ell] kaíō [grc] kaíomai [ell] ke-ka-u-me-no [ell] kaíomai [ell] tšaíō [ell] kaí(g)ō [ell] káfkō [ell] káfto,*k̑eh₂u̯-,nan,8,1461.0,iecor,nan,
train-a53def8130b85a0e-01,[xcl] am,*sem-,nan,1,5340.0,iecor,nan,
train-ef60256ee3b7f3e2-01,[grc] γλύφω [lat] glūma [deu] Klobe [deu] Kloben [eng] kloof [non] klofi [eng] clove [isl] klof [gle] tlú [gle] clobhadh [gla] clobha,*glewbʰ-,to split,13,,kaikki,root,
train-5070a9ecf6a06f5d-01,[gae] geal,*g̑ʰelh₃-,nan,1,2411.0,iecor,nan,
train-5afa3227e9d0c924-01,[txb] mīsa,*mems-,"flesh, meat",1,,kaikki,root,
train-d00e30d91315ce55-01,[hye] քաղել [lav] šķil̃t [lit] ski̇̀lti [lit] skil̃na [lit] skỹlna [lav] šķel̂t [lav] šķeļu [lit] skélti [lit] skeliù [lit] skẽlia [sqi] çel [lav] šķiļu [lit] ski̇̀lia [grc] σκάλλω [hit] 𒅖𒆗𒆷𒄿 [sqi] halë [lit] skalà [eng] shale [nld] schaal [fra] écale [eng] scale [dan] skal [eng] skull [dan] skalle [isl] skalli [swe] skalle [swe] skulle [lat] culter [eng] shelf [nld] schelf [non] skjálf [grc] σκάλοψ [grc] σκόλοψ [san] कॢप् [san] कल्प [lat] scalpō [lat] scalprum [non] skil [got] 𐍃𐌺𐌹𐌻𐌾𐌰 [sqi] shkal [xcl] ցելում [grc] σκαληνός [grc] σκύλλω,*(s)kelH-,"to cut, to split, to separate",76,,kaikki,root,
train-f8bfea38bebb6639-01,[hye] քո [prg] twais [grc] σός,*twós,"your, possessive adjective of *túh₂",4,,kaikki,det,
train-83fd634087fce6aa-01,[xto] pärkatäre [txb] pärkatäre [san] बबृहाण [cym] bwrw [sga] ·díbairg [hit] 𒈦𒆠𒄿𒀀𒊍𒍣 [xcl] բառնամ [san] बृंहति [ave] 𐬠𐬀𐬭𐬆𐬰𐬌𐬨𐬀𐬥𐬄𐬨 [ave] 𐬠𐬀𐬭𐬆𐬱𐬥𐬀 [lat] fortis [xto] pärkär [txb] pärkare [san] ब्रह्मन्,*bʰerǵʰ-,"to rise up, ascend, to be elevated, up high",14,,kaikki,root,
train-74d2ab99237c62a7-01,[grc] νέκυς [ave] 𐬥𐬀𐬯𐬎 [xto] oṅk [txb] eṅkwe,*néḱus,"dead, mortal",4,,kaikki,adj,
train-7ef6608d1bb94963-01,[xcl] լիք [xcl] ելիք [grc] ἔλῐπε [san] अरिचत्,*likʷét,to leave,4,,kaikki,verb,
train-58282a882e76f3a1-01,[hyw] jowk [hye] jowk [lit] žuvìs [grc] ichthỹs [prg] suckis [lav] zivs [xcl] jowkn [ell] ichthýs [lat] zivs,*dʰg̑ʰuH-,nan,9,589.0,iecor,nan,
train-dd63813469610887-01,[sga] bolgaid [prg] balsinis [lit] bal̃nas [prg] balgnan [rus] бо́лозень [lat] Belgae [lat] follis,*bʰelǵʰ-,to swell,7,,kaikki,root,
train-ce59dcf1e2c8e522-01,[grc] στάς [lat] stāns,*sth₂ónts,active participle of *stéh₂t,2,,kaikki,adj,
train-dcb9172f394dba09-01,[grc] πλώω [lat] plōrō,*pleh₃(w)-,"to swim, flow",3,,kaikki,root,
train-0d1d9593df65b757-01,[nld] bot,*?*bʰeu̯d-,nan,1,4278.0,iecor,nan,
train-a15665c9773943fc-01,[lav] -tis [lit] -tis [lav] -t [lit] -ti [san] -ति [ave] -𐬙𐬌 [lat] -tim,*-tis,Derives abstract/action nouns from verb roots.,7,,kaikki,suffix,
train-76cc4f9411cea7dd-01,[san] विपान [non] veifa [san] वेपयति [san] विविप्रे [lat] vibrō [ang] wāfian [lav] viẽptiês [lav] viêptiês [lav] vaîbît [lav] vaîbu [lav] viêbt [lav] viêbju [lav] viêbĩju [lav] vìepe [lav] viept [lav] viepju [lav] viepu [lit] viẽpti [lit] viẽpia [lit] viẽpē [lit] vaipī́tis [lit] vī́burti [lit] vī́buria [lit] vī́burē [lit] vi̇̀pti [lit] vim̃pa [lit] vi̇̀po [lit] vỹpti [lit] vỹpsta [lit] vỹpo [txb] wip- [txb] wīpäṣṣäṃ [txb] waipalau [txb] waiwalau [txb] waipe* [txb] waipe,*weyp-,"to shake, tremble, agitate, to swing, sway, to turn, wind, rotate, wrap (around)",37,,kaikki,root,
train-a95a3873766d443b-01,[san] तर्जति [san] तर्जयति [lat] torvus [grc] ταρβέω [grc] τάρβος [cym] tarfu,*tergʷ-,"to scare, fear, be fierce",6,,kaikki,root,
train-4cf9d9b68ae4384d-01,[bul] godina [bel] god [mkd] godina [rus] god [hbs] godina [old] godŭ [rus] ɣ′ïd [mkd] gudìna [mkd] gudìna,*?*gʰedʰ-,nan,9,1195.0,iecor,nan,
train-bcb28b616cc40178-01,[lat] skrīt,*?*(s)k⁽ʷ⁾rei̯-,nan,1,2273.0,iecor,nan,
train-03fc874eba8b979e-01,[por] amarelo [spa] amarillo [old] amariello [por] amarelo,*?*h₂em-,nan,4,964.0,iecor,nan,
train-0f32bbe8fd080563-01,"[sor] tłocyś [sor] tłóčić [rus] tolkat' [ces] tlačit [slk] tlačiť [pol] tåuct, tuct [ukr] štovhati [old] tlačiti",*?*telk-,nan,8,1205.0,iecor,nan,
train-5bf5e4c2d51ee6a3-01,[grc] κνίζω [lat] nīdor,*kneyd-,to scratch,2,,kaikki,root,
train-5266aba1f463deec-01,[bul] zmiâ [bel] zmââ [mkd] zmiǰa [rus] zmeâ [hbs] zmija [chu] zmija [ukr] zmìâ [kas] żnija,"*dʰég̑ʰ-om-, *dʰg̑ʰ-ém-, *dʰg̑ʰ-m-",nan,8,1175.0,iecor,nan,
train-67b00f3cf5f8c62c-01,[bul] butam,*bʰeu̯t-,nan,1,1162.0,iecor,nan,
train-002b0740f32f0232-01,[hyw] saṙil [hye] saṙčʿel [xcl] saṙčʿim,*k̑ers-,nan,3,592.0,iecor,nan,
train-ec75e91bcfb99253-01,[gle] geall [gla] geall,*gʰeldʰ-,"to repay, pay",2,,kaikki,root,
train-ab8a620af2ef18a1-01,[hye] արծաթ [san] रजत,*h₂r̥ǵn̥tóm,silver,2,,kaikki,noun,
train-b10e1e1d404ee2ab-01,[mid] trefn [lit] trobà [lav] trāba [lat] trabs [lav] trabs [sqi] trevë,*treb-,"settlement, dwelling, to build, dwell",6,,kaikki,root,
train-b017a600a2c27d00-01,[grc] λέκτο [grc] λέχομαι [txb] lyäk- [xto] lyäk [txb] lykuññe [grc] λέχος [lat] lectus [ell] λέκτρο [eng] Leicester [fra] Loire [old] lies [prg] lasto [prg] *logʰ-sth₂-eh₂ [txb] lest [txb] lesto [xto] lyāk [txb] lyāk [txb] lyśalyñeṣṣe,*legʰ-,to lie (to be in resting position),21,,kaikki,root,
train-168db49a8d9bd2d3-01,[cat] pols [fra] poussière [ita] polvere [por] pó [sar] piúaru [sar] prúine [spa] polvo [wal] poûssîre [lat] puluis [fri] polvar [nea] povere [old] polvo [old] poudre [ang] pudre [fra] pooufihe [old] poussieira [old] pols [dal] pulvro [por] pó [mil] pulvra,*pelh₁-,swing,20,869.0,iecor,nan,
train-5c0886fada442e13-01,[kur] a-w(a)-ā lī,*bʰer-,nan,1,9916.0,iecor,nan,
train-5d646e061d46bdf6-01,[lav] kākāt [lav] kakāt [lit] kakóti [grc] κᾰκκᾰ́ω [lat] cacō [lat] cacāre [sqi] kakë [lav] kaka [lit] kaka [bre] kaoc'h [cym] cach [gle] cac [gla] cac [grc] κάκκη [pus] ککه [vul] *caca [vul] *cacca [hye] քաք [hye] քակոր,*kakka-,to defecate,25,,kaikki,root,
train-a4b0546fe1571ba2-01,[san] अहेम [san] अह्यन् [san] हिनोति [san] हेमन् [san] हि,*ǵʰey-,"to drive, propel",7,,kaikki,root,
train-26da597740cbb8ed-01,[cat] recte [nld] recht [fle] recht [fra] droit [fri] rjocht [ita] dritto [lad] endret [por] direito [nob] rett [sar] derettu [sar] derettu [swe] rak [wal] dreût [san] r̥jú- [lux] riicht [lat] rectus [gae] díreach [gae] dìreach [fri] dret [spa] recto [sga] díriuch [oss] rast [oss] rast [ave] ərəzu [old] rätter [elf] rett [pal] uj(j)u [kho] rraṣṭä [mid] rāst [par] rāšt [ron] drept [nea] reritto [old] droit [ang] dreit [fra] drai [old] recto [gae] jeeragh [yag] razk [meg] diréptu [old] drech [old] dret [maz] rāst [bak] rāst [del] rɒs [bal] rāst [tat] rāst [kur] rast [kur] rās [kur] ṛās [haw] řāst [khw] raci [dal] drat [goh] reht [mid] reht [ang] riht [mid] recht [old] reht [got] raihts [nor] rett [por] direito [pas] iiǰə [kur] rās [mil] drìs,*h₃reg̑-,nan,63,312.0,iecor,nan,
train-13ce845d10dd6c80-01,[lat] paruus [old] poc,*peh₂u̯-,nan,2,5287.0,iecor,nan,
train-3636cf8a2c4bd0cf-01,[hit] militt- [xlu] mallit- [pal] mallitanna- [xcl] մեղր [xcl] մեղու [gmy] 𐀕𐀪 [grc] μέλι [lat] mel,*mélit,honey,8,,kaikki,noun,
train-5f7c9d297d63701c-01,[fas] سرودن [lav] sluvêt [lat] clueō [grc] κλειτός [hye] լուր [san] श्रुति [san] श्रोत्र [ave] 𐬯𐬭𐬎𐬌𐬌𐬉 [san] श्रु,*ḱlew-,to hear,11,,kaikki,root,
train-4ef029fc1e4fa11e-01,[sqi] dhelpër [grc] ᾰ̓λώπηξ [xcl] աղուէս,*h₂wl̥p-,fox,4,,kaikki,root,
train-7f8c262c5a28a031-01,[xto] śwāl,*g̑i̯eu̯H-,nan,1,7290.0,iecor,nan,
train-2d53da75e92f02da-01,[lat] -undī [lat] -undō [lat] -undum,*-ótr̥,Derives action nouns from verbal stems.,3,,kaikki,suffix,
train-c6a0676cb9d17b25-01,[txb] yel- [lat] voltus [xcl] գեղ,*wel-,"to see, perceive",3,,kaikki,root,
train-b3f4a13a5fbbd5fd-01,[grc] -ον [grc] -σον [san] -अम् [ave] -𐬇𐬨 [san] -ताम् [san] -न्ताम् [ave] -𐬙𐬄𐬨 [ave] -𐬧𐬙𐬄𐬨 [lat] -em,*-óm,emphatic particle,13,,kaikki,particle,
train-0b656e39108d4cb1-01,[sqi] muaj [sqi] muej [hye] ամիս [lav] mẽnesis [lav] mẽness [lit] mė́nesis [prg] menig [ell] μήνας,*mḗh₁n̥s,"moon, month",9,,kaikki,noun,
train-5b043db088c5caae-01,[grc] karpós [ell] ka-po [ell] karpós [ell] karpós,*(s)kerp-,nan,4,2654.0,iecor,nan,
train-d66dd295f8b0546f-01,[cat] inflar-se [wal] infler [lad] se enflé [sar] unfiare [ita] gonfiare [fra] enfler [sar] uffrare [spa] hincharse [por] inchar [fri] sglonfâsi [old] enfler [ang] enfler [fra] ëflâ [old] finchar [ron] a se umfla [old] enflar [old] inflar-se [meg] anflári [por] inchar [mil] Sgunfiàa,*bʰleh₁-,nan,20,3000.0,iecor,nan,
train-fc3e146366b83c0f-01,[mid] quaet,*gʷeh₁dʰ-,nan,1,9428.0,iecor,nan,
train-1ad511fa339e2147-01,[gae] olk,*u̯ĺ̥kʷo-,nan,1,6365.0,iecor,nan,
train-d50000920dfeeb15-01,[san] अवर्क् [lat] vergō [grc] ἐέργω [san] वृणक्ति [grc] εἶρξαι [xto] wärkṣantāñ [lat] vermina [hit] ḫurki- [san] वरीवृजत् [san] प्र वावृजे [san] वृज्,*h₂werg-,"to turn, turn around",11,,kaikki,root,
train-4078bf873ee6e248-01,[grc] ἔγνων [san] अज्ञात् [xto] kñā-,*ǵnéh₃t,"to know, to get to know, to meet",3,,kaikki,verb,
train-c00edf17729b75ad-01,[sqi] grykë,*gʷriHwéh₂,"mane, nape, neck, throat, estuary, mouth of an inlet",1,,kaikki,noun,
train-4c109d12b30b1538-01,[pas] olaarr,*dʰer-,nan,1,9263.0,iecor,nan,
train-286e392f53a4e528-01,[wak] baǰ [grc] pachýs [lav] biezs [pal] bahala [kho] baysgä [oss] bɜzgin [oss] bæzǵyn [ell] pachýs* [ell] pašýs [ell] pa(ch)ý [lat] bīzs [sog] δβāz [sar] dvez,*bʰeng̑ʰ-,nan,13,1585.0,iecor,nan,
train-b59116e4a54c09f6-01,[sga] forbrú [grc] ὀφρύς [grc] ὀφρῦς,*h₃bʰrúHs,eyebrow,3,,kaikki,noun,
train-2f4cdddf0db2668c-01,"[bre] toullein, toull- [bre] toullã, toull-",*teu̯k-,nan,2,6431.0,iecor,nan,
train-979b7ca4d44c5cf0-01,[gae] gearr [gae] goirid [sga] gerr [san] hrasvá- [gae] giare [pal] rassa,*?*g̑ʰers-,nan,6,9437.0,iecor,nan,
train-70b20bb4d6658fba-01,[mkd] pravi [bul] pravâ [mkd] pràv′a(m) [mkd] pràja,"*pr̥-, *pró, *prí",nan,4,5215.0,iecor,nan,
train-05b0a49c7dac8d81-01,[hit] peru- / perun-,"*pér-u̯r, *pér-u̯n̥-",nan,1,6862.0,iecor,nan,
train-8dfa844d99639859-01,[kur] mērɨk [hyw] mard [hye] mard [fas] mard [mid] merd [par] mard [kum] mardk- [yag] mṓrtī [bac] mardo [sog] martē [tat] mardak [maz] mardi [bak] mire [del] merd [lar] mard [khw] marc [raj] merạ [bal] mardēnzāg [old] martiya [kam] m′oč [kât] m′uč [san] m′âć,*mer-,nan,22,2322.0,iecor,nan,
train-4641365dfc87abf4-01,[lat] angor [lat] Angerōna [lat] angustus,*h₂énǵʰos,"narrowness, anxiety, suffering, grief",3,,kaikki,noun,
train-6e491e0f04475636-01,[san] आ [ave] 𐬁 [lat] ad [lat] ad- [lat] (ap)ud,*h₂éd,"to, at",18,,kaikki,adv,
train-fb280e020ffffb1a-01,"[bul] živeâ [bel] žyc′ [fra] vivre [ell] zō [hin] jīnā [gae] bí beo [ita] vivere [lad] vive [lit] gyvénti [mkd] živee [nep] jiunu [fas] zendegī kardan [por] viver [rus] žit' [hbs] živjeti [sin] jīvat venavā [slk] živeti [spa] vivir [wal] viker [xto] śoṣ [txb] śaiṃ [grc] záō [mai] jīnā [urd] jīnā [kas] zində rozon [chu] žiti [prg] giwīt [lav] dzīvot [lat] uīuere [gae] bi beò [san] jīv- [fri] vivi [cat] viure [sga] is béo [ave] juuaiti [xcl] keam [old] jīva [pal] jīvati [mid] beuaff, befaff [pol] żyć [ukr] žiti [slk] žiť [ces] žít [sor] žiwy być [sor] žywy byś [kho] jūtä [ell] záō [pol] zaivĕ [kas] żëc [mid] zīwēd [kur] dɨžit [par] žīwēd [osc] bivus [ell] žō [ell] zō [ell] zō [ell] tzī́ō [lat] dzeivuot [old] vivre [ang] vivre [old] vivir [sar] bivvire [sar] bívere [bho] jīnā [pal] ǰáandu hóonsa [gae] ve bio [bre] béwã, béw- [bre] biwein, biw- [cym] byw [old] żyć [mid] byw [old] žíti [old] žiti [rus] žɪ́tɪ [mkd] živòvam [mkd] žuwòwam [yag] žū- [slk] živeti [slk] ẛhivéti [mid] bewa [lat] beua [bac] zo [sog] žūt [old] vioure [khw] zīweda [old] viure [gaw] zenta darik [kho] žunu asik [bak] zende bidak [del] zendæ:n [lar] zendegi aku [pas] jwande [gaw] ǰan därūg [raj] jidạ [dal] vívar [pun] jiūṇā [meg] ǵiíri [por] viver [pas] zundu aa [kam] ǰ′üa- [kât] ǰav′e- [kal] ǰẽta ti- [kur] zɨndɨgi a-k(a) [mil] vìf",*gʷi̯eh₃-,nan,104,72.0,iecor,nan,
train-d37cddb40237700e-01,[ave] jaiṇti [old] aja [san] han- [hit] kue(n)- / kun- [kho] jsīndä [mid] ōzanēd [par] ōžanēd [pas] wajal [khw] wāzaneda [vâs] o-žni- [kam] ǰâň′a- [kât] ǰaň′e- [kât] ǰâř′e- [kal] ẓẫ-,*gʷʰen-,nan,14,3551.0,iecor,nan,
train-3e2f2b78d1977f54-01,[sga] do·beir [gae] thoir [gae] cur ≠ coyrt,*bʰer-,nan,3,9784.0,iecor,nan,
train-dacdc6bcbf7bb931-01,[hit] pai- / pi- [xlu] pī(i̯a)- / pāi-,*?*h₁ai̯-,nan,2,7598.0,iecor,nan,
train-8e515a40e87545b9-01,[prg] lindan,*lendʰ-,"land, heath",1,,kaikki,root,
train-4d368ae8a6590181-01,[grc] ἔνη [lat] enim [hit] anniš [lat] nam [xcl] *նո-,*h₁énos,"that, that over there, yon (distal)",6,,kaikki,pron,
train-060d5b55cea1b68e-01,[xto] knānat [txb] nān-,*ǵn̥néh₃ti,"to know, recognize",2,,kaikki,verb,
train-690e4df4ebb4207d-01,[ell] (a)ššīporéō,*perh₃-,nan,1,6242.0,iecor,nan,
train-ef1fe625368030fb-01,[xlu] tītan-,*dʰeh₁(i̯)-,nan,1,3151.0,iecor,nan,
